id,trade_date,platform,symbol,text,title,summary,content,url,label,notes
11,2026-04-15,guba,600519.SH,星期一全部活埋老登，立帖为证。,星期一全部活埋老登，立帖为证。,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,600519,1717572495.html",,
12,2026-03-15,guba,601318.SH,拿老登股就得有老登的思维方式。现在起拿上四年，分红应该不低于11元。四年后的股价,拿老登股就得有老登的思维方式。现在起拿上四年，分红应该不低于11元。四年后的股价,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,601318,1715710612.html",,
13,2026-04-15,guba,600519.SH,今天是科技回调主力没有地方去，挑了一个无人问津的地方躲一下，等回稳了，走的时侯还,今天是科技回调主力没有地方去，挑了一个无人问津的地方躲一下，等回稳了，走的时侯还,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,600519,1717549483.html",,
14,2026-03-15,guba,600519.SH,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 生活与网的区别 2026-05-27 11:49:39 来自浙江 17 31 ♥ 收藏 A 大 中 小 分享到： 时间过去了 6年之后再回首，发现热闹过后，白酒行业的股票只剩下一地,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 生活与网的区别 2026-05-27 11:49:39 来自浙江 17 31 ♥ 收藏 A 大 中 小 分享到： 时间过去了 6年之后再回首，发现热闹过后，白酒行业的股票只剩下一地,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 生活与网的区别 2026-05-27 11:49:39 来自浙江 17 31 ♥ 收藏 A 大 中 小 分享到： 时间过去了 6年之后再回首，发现热闹过后，白酒行业的股票只剩下一地鸡毛，证券公司（频繁发研报唱多）、公墓基金公司及经理们（抱团疯狂的瞎炒，反正赚钱了可以获得好名声、好职位及大量的奖金，而,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 生活与网的区别 2026-05-27 11:49:39 来自浙江 17 31 ♥ 收藏 A 大 中 小 分享到： 时间过去了 6年之后再回首，发现热闹过后，白酒行业的股票只剩下一地鸡毛，证券公司（频繁发研报唱多）、公墓基金公司及经理们（抱团疯狂的瞎炒，反正赚钱了可以获得好名声、好职位及大量的奖金，而亏钱了则是基民承担后果）、私墓大佬 等机构及其人员赚的盆满钵满，而留下一大批凉在高岗上的散户和基民（高位申购了重仓白酒行业股票的基金）。当时的 1250元附近，现在还是回到了 1250元附近，虽然说期间有了些分红，但也只是勉强相当于同期的银行存款利息收入。而当时貌似涨的很慢的 中国神华 、 工商银行 、 中国石油 等在当时被放在 冷板凳上的个股，这6年来的整体收益远远好于 贵州茅台 等白酒股票[呲牙]。 举报 郑重声明：用户在财富号/股吧/博客等社区发表的所有信息（包括但不限于文字、视频、音频、数据及图表）仅代表个人观点，与本网站立场无关，不对您构成任何投资建议，据此操作风险自担。 请勿相信代客理财、免费荐股和炒股培训等宣传内容，远离非法证券活动。请勿添加发言用户的手机号码、公众号、微博、微信及QQ等信息，谨防上当受骗！,"https://guba.eastmoney.com/news,600519,1715416701.html",,
15,2026-03-15,guba,000001.SZ,平安银行：截至2025年末公司投资组合中持有少量美国国债和中债评级A级以下国内债券,平安银行：截至2025年末公司投资组合中持有少量美国国债和中债评级A级以下国内债券,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1715787068.html",,
16,2026-03-15,guba,000001.SZ,平安银行：截至2026年3月末公司普通股股东总户数为457610户,平安银行：截至2026年3月末公司普通股股东总户数为457610户,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1715813990.html",,
17,2026-03-15,guba,600519.SH,白酒一哥重大利好！明天白酒要大涨了，我今天已经跟着主力资金重仓买入了，茅台明天肯,白酒一哥重大利好！明天白酒要大涨了，我今天已经跟着主力资金重仓买入了，茅台明天肯,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,600519,1715787722.html",,
18,2026-04-15,guba,000001.SZ,这股是有妖股潜质的，跌不到哪里去，但是能涨到翻倍,这股是有妖股潜质的，跌不到哪里去，但是能涨到翻倍,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1717540541.html",,
19,2026-03-15,guba,600519.SH,只有茅台回购全部注销的，那些科技服回购都是股权激励，拿股东的钱激励自家员工，诚信,只有茅台回购全部注销的，那些科技服回购都是股权激励，拿股东的钱激励自家员工，诚信,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,600519,1715815417.html",,
20,2026-04-15,guba,000001.SZ,不要看谁赚的多，要比别人有耐心，钱是坚定持有慢慢等来的，有价值的公司总会价值回归,不要看谁赚的多，要比别人有耐心，钱是坚定持有慢慢等来的，有价值的公司总会价值回归,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1717333896.html",,
21,2026-04-15,guba,601318.SH,平安人寿一年内三度举牌中国人寿H股，险资加速同业互持,平安人寿一年内三度举牌中国人寿H股，险资加速同业互持,股吧首页 > 中国平安吧 > 帖子正文 返回中国平安吧 > 平安人寿一年内三度举牌中国人寿H股，险资加速同业互持 中国平安资讯 2026-05-29 16:52:51 2 2 ♥ 收藏 A 大 中 小 分享到： 来源：蓝鲸财经 蓝鲸新闻5月29日讯 近日，平安人寿公告称，平安资管受托公司资金，投资于中国人寿H股股票，于2026年5月20日达到中国人寿H股股本,股吧首页 > 中国平安吧 > 帖子正文 返回中国平安吧 > 平安人寿一年内三度举牌中国人寿H股，险资加速同业互持 中国平安资讯 2026-05-29 16:52:51 2 2 ♥ 收藏 A 大 中 小 分享到： 来源：蓝鲸财经 蓝鲸新闻5月29日讯 近日，平安人寿公告称，平安资管受托公司资金，投资于中国人寿H股股票，于2026年5月20日达到中国人寿H股股本的15%，根据香港市场规则，触发举牌。 截至2026年5月20日，平安人寿持有中国人寿H股股票的账面余额为293.57亿元，占上季度末总资产的比例为0.51%。 资金来源为平安人寿的保险责任准备金，分别来自传统账户、分红账户和万能账户，其中传统账户投资该股票余额235.6亿元，平均持有期5.32月，可运用资金余额3.23万亿元。截至2026年3月31日，平安人寿权益类资产账面余额为15018亿元，占上季度末总资产的比例为26.36%。 此次举牌已是近一年来平安人寿第三度举牌中国人寿H股。2025年8月，平安人寿通过平安资管投资于中国人寿H股的股本达到5%，首度触发举牌线；2026年2月3日，持股比例增至10%，实现二度举牌。 值得一提的是，蓝鲸新闻记者注意到，近一年间，险资持股同业步调明显频繁。自2025年8月平安率先增持中国太保H股触发举牌线，打破险资举牌同业6年的空白后，险资增持乃至举牌同业的消息便不绝于耳。 其中，2025年四季度中国人寿传统-普通保险产品账户新晋成为中国平安A股前十大流通股股东后，今年一季度再度增持，一季报显示持股比例提升至2.34%；新华保险传统-普通保险产品账户与分红-个人分红账户分别在2025年四季度新进成为中国人保A股前十大股东后，今年一季度再度增持，持股比例增至合计0.41%。 对于险资增持同业的动向，华源证券分析指出，“一是险企对于保险行业认识更加清晰和深入，增持同业显示出对保险行业经,"https://guba.eastmoney.com/news,601318,1717476972.html",,
22,2026-04-15,guba,600519.SH,中正红利跌的太惨了，总要有反弹才能继续。,中正红利跌的太惨了，总要有反弹才能继续。,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,600519,1717567328.html",,
23,2026-04-15,guba,601318.SH,抄底抄早了，难受啊，开了个万1.2佣金的平安证券，你们佣金都是多少?,抄底抄早了，难受啊，开了个万1.2佣金的平安证券，你们佣金都是多少?,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,601318,1717506222.html",,
24,2026-04-15,guba,000001.SZ,10.99下五年净利覆盖现市值！没啥可怕的！恢复增长！,10.99下五年净利覆盖现市值！没啥可怕的！恢复增长！,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1715573284.html",,
25,2026-03-15,guba,000001.SZ,除权10.43贴权就更理想！有闲钱可越跌越买！勿用杆杠即好！,除权10.43贴权就更理想！有闲钱可越跌越买！勿用杆杠即好！,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,000001,1714150657.html",,
26,2026-03-15,guba,601318.SH,要明白国家队为什么卖出！如果是好股会卖出去吗,要明白国家队为什么卖出！如果是好股会卖出去吗,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天,东方财富 扫一扫下载APP 东方财富产品 东方财富免费版 东方财富Level-2 东方财富策略版 妙想投研助理 Choice金融终端 证券交易 东方财富证券开户 东方财富在线交易 东方财富证券交易 关注东方财富 东方财富网微博 东方财富网微信 意见与建议 天天基金 扫一扫下载APP 基金交易 基金开户 基金交易 活期宝 基金产品 稳健理财 关注天天基金 天天基金网微博 天天基金网微信 东方财富期货 扫一扫下载APP 期货交易 期货手机开户 期货电脑开户 期货官方网站 信息网络传播视听节目许可证：0908328号 经营证券期货业务许可证编号：913101046312860336 违法和不良信息举报:021-61278686 举报邮箱： jubao@eastmoney.com 沪ICP证:沪B2-20070217 网站备案号:沪ICP备05006054号-11 沪公网安备 31010402000120号 版权所有:东方财富网 意见与建议:4000300059/952500 关于我们 可持续发展 广告服务 供应商平台 联系我们 诚聘英才 法律声明 隐私保护 征稿启事 友情链接,"https://guba.eastmoney.com/news,601318,1715682867.html",,
27,2026-04-15,guba,600519.SH,5月白酒市场： 飞天茅台逆势领涨 千元价格带涨跌不一,5月白酒市场： 飞天茅台逆势领涨 千元价格带涨跌不一,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 5月白酒市场： 飞天茅台逆势领涨 千元价格带涨跌不一 贵州茅台资讯 2026-05-29 19:02:40 12 21 ♥ 收藏 A 大 中 小 分享到： 来源：湾财ND 5月的白酒市场，正值传统消费淡季，但价格层面的波动却一直在持续。 根据最新一期《西南酒价》统计数据，16款样本产品中，9款市场零,股吧首页 > 贵州茅台吧 > 帖子正文 返回贵州茅台吧 > 5月白酒市场： 飞天茅台逆势领涨 千元价格带涨跌不一 贵州茅台资讯 2026-05-29 19:02:40 12 21 ♥ 收藏 A 大 中 小 分享到： 来源：湾财ND 5月的白酒市场，正值传统消费淡季，但价格层面的波动却一直在持续。 根据最新一期《西南酒价》统计数据，16款样本产品中，9款市场零售均价上涨，7款小幅下滑，整体呈现“涨多跌少”的微妙格局。行业调研也显示，截至2026年5月下旬，白酒价格整体处于筑底震荡、结构性分化的关键阶段，名酒批价趋稳但环比微跌，地方酒韧性较强，短期环比持续承压。 尽管飞天茅台的价格回升与中高端产品的持续倒挂形成对比，但在终端市场上，一场围绕300至500元价格带的激烈争夺战正悄然打响。 价格“风向”分化 千元价格带涨跌不一 从本期的统计数据来看，16款样本产品中，有9款产品的市场零售均价上涨，7款产品的均价下滑。 值得关注的是，飞天茅台在成都的市场零售均价领衔上涨，且包含线上线下渠道。其中，线上渠道的均价由上期的1739元涨至本期的1779元。南都湾财社记者留意到，该产品在歪马送酒、盒马鲜生、酒小二、朴朴、美团名酒行等线上渠道的售价均较上期有所上涨；在线下渠道，该产品的均价同样由1735元上涨至1749元，进而使得总体市场均价由上期的1738元涨至本期的1768元。 在线下走访过程中，部分烟酒店销售人员表示，近期飞天茅台的价格持续缓慢回调，但上涨的幅度不大，部分门店虽标价在1800元以上，但实际出售价格基本在1700-1800元区间。 飞天茅台以外，其他千元价格带产品的市场零售均价则涨跌不一。其中，第八代五粮液的整体均价较上期出现小幅度的下滑，由上期的841元降至本期的834元，主要原因是线下渠道均价的下滑导致。本期该产品在成都线下门店的售价多在900元以下，较上期出现明显回调,"https://guba.eastmoney.com/news,600519,1717516843.html",,
